Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Humidity Ratio [kgWater/kgDryAir](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),ATTIC:Zone Mean Air Temperature [C](Hourly),CORE_ZN:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_1:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_2:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_3:Zone Mean Air Temperature [C](Hourly),PERIMETER_ZN_4:Zone Mean Air Temperature [C](Hourly),ATTIC:Zone Air Relative Humidity [%](Hourly),CORE_ZN:Zone Air Relative Humidity [%](Hourly),PERIMETER_ZN_1:Zone Air Relative Humidity [%](Hourly),PERIMETER_ZN_2:Zone Air Relative Humidity [%](Hourly),PERIMETER_ZN_3:Zone Air Relative Humidity [%](Hourly),PERIMETER_ZN_4:Zone Air Relative Humidity [%](Hourly),Whole Building:Facility Total Electricity Demand Rate [W](Hourly),CORE_ZN PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_1 PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_2 PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_3 PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),PERIMETER_ZN_4 PEOPLE:Zone Thermal Comfort Fanger Model PMV [](Hourly),PSZ-AC:1:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:2:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:3:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:4:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:5:Air System Simulation Cycle On Off Status [](Hourly),PSZ-AC:1:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:1:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:2:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:2:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:3:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:3:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:4:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:4:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:5:Air System Outdoor Air Economizer Status [](Hourly),PSZ-AC:5:Air System Outdoor Air Flow Fraction [](Hourly),PSZ-AC:1:Air System Total Heating Energy [J](Hourly),PSZ-AC:1:Air System Total Cooling Energy [J](Hourly),PSZ-AC:1:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:2:Air System Total Heating Energy [J](Hourly),PSZ-AC:2:Air System Total Cooling Energy [J](Hourly),PSZ-AC:2:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:3:Air System Total Heating Energy [J](Hourly),PSZ-AC:3:Air System Total Cooling Energy [J](Hourly),PSZ-AC:3:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:4:Air System Total Heating Energy [J](Hourly),PSZ-AC:4:Air System Total Cooling Energy [J](Hourly),PSZ-AC:4:Air System Fan Electricity Energy [J](Hourly),PSZ-AC:5:Air System Total Heating Energy [J](Hourly),PSZ-AC:5:Air System Total Cooling Energy [J](Hourly),PSZ-AC:5:Air System Fan Electricity Energy [J](Hourly),Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),NaturalGas:Facility [J](Hourly),Heating:NaturalGas [J](Hourly),Water Heater:WaterSystems:NaturalGas [J](Hourly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Water:Facility [m3](Monthly),EnergyTransfer:Facility [J](Monthly),ElectricityPurchased:Facility [J](Monthly),ElectricitySurplusSold:Facility [J](Monthly),ElectricityNet:Facility [J](Monthly),Carbon Equivalent:Facility [kg](Monthly),PlantLoopHeatingDemand:Facility [J](Monthly),MainsWater:Facility [m3](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Source:Facility [J](Monthly),SO2:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),PM10:Facility [kg](Monthly),CO:Facility [kg](Monthly),CO2:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly) 
 07/14  01:00:00,19.258333333333336,0.011783420092200493,82.91666666666667,19.33670250167707,24.443288555683882,24.575036499172082,24.571307770005504,24.592784622079076,25.124641952302785,79.59216606148615,51.98542430968206,49.06401771150329,49.566567299054725,49.044985520910295,44.92802135498457,5495.305293024954,-0.4277584397587047,-0.41584056406489456,-0.402471463387331,-0.4110548323885453,-0.2766028550232578,0.0,0.9999999999999999,0.0,0.9999999999999999,0.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764691.9917510945,1030366.2083890153,764691.9917510964,0.0,0.0,0.0,791745.0440029154,1045929.7433901853,791745.0440029143,596568.8808022643,139742.80138377886,572329.2819283927,19783099.054889835,2128766.317682403,453445.8663128902,0.0,990009.6523200001,7920077.218560001,102299.49859233905,30299.498592339056,72000.0 
 07/14  02:00:00,18.008333333333333,0.011853481849826016,90.0,17.308307900454377,24.43743788848069,24.44043925558589,24.506176639634095,24.47625004666452,24.890501650948494,93.04062175666326,55.00178334706599,52.12335581211968,52.659657141223924,52.03544635534964,49.0943559999051,4778.024130804039,-0.4059765340321247,-0.43245677365033913,-0.4006783536465577,-0.4218287480236967,-0.2965671749454731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17200886.87089454,0.0,0.0,0.0,990009.6523200001,7920077.218560001,1631059.945539468,0.0,1631059.945539468 
 07/14  03:00:00,17.45,0.011661475639259273,91.75,15.84611183156806,24.36076835704384,24.313768365987148,24.39451698222645,24.361247467665383,24.770604681363448,99.83259792823112,57.04457703475894,54.43370858180986,54.91862241688426,54.29741344019035,51.95269353562278,4778.024130804039,-0.4128277736494328,-0.45513771755490495,-0.41898415005375683,-0.44072204038437884,-0.31196296937435825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17200886.87089454,0.0,0.0,0.0,990009.6523200001,7920077.218560001,72000.0,0.0,72000.0 
 07/14  04:00:00,17.2,0.011405301175147008,91.25,15.030489497665263,24.28903733449461,24.21456974367194,24.297480899823995,24.270121364882073,24.666627647104733,100.0,58.24654089433918,56.00029235165715,56.40389962604744,55.82837008016858,53.87889266931922,4778.024130804039,-0.42686829085318667,-0.4769912696332308,-0.44058470329532046,-0.45997893584159294,-0.332054275083526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17200886.87089454,0.0,0.0,0.0,990009.6523200001,7920077.218560001,1631024.889172628,0.0,1631024.889172628 
 07/14  05:00:00,17.841666666666665,0.011482780462652388,88.25,15.121234742551046,24.310093108962388,24.234206725583878,24.35806271593415,24.3097243210967,24.674511333753617,99.69025653800738,58.67359530661022,56.703369870751395,56.863895296061834,56.458214187593434,54.84551327331249,3901.526812004038,-0.42324153025072614,-0.471121317324593,-0.42147885003932367,-0.44752888817645187,-0.3282564205681997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14045496.523214538,0.0,0.0,0.0,1980019.3046400002,7920077.218560001,1631019.3392345668,0.0,1631019.3392345668 
 07/14  06:00:00,18.941666666666666,0.011634254869010515,83.5,16.910108134040716,25.26344133049906,25.17010736975399,25.734334229487345,25.339388123605,25.772512518153718,92.41468756979943,56.10195182800348,54.234430098187865,52.79281320126267,53.69613796417574,51.94073809235952,5026.577367026271,-0.22212141909614547,-0.26477704665234536,-0.08850705857921291,-0.2125637758672149,-0.09051894506682734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899106.8722194931,177257.59476797556,1872181.4960655572,1549457.5854940165,130763.96467050596,1529383.983502193,1530905.8988195718,457675.7384025783,1503626.0710217524,1605975.7026685541,143320.6721503383,1583490.0880058287,1496393.4058757373,298320.5801863115,1471703.8678158668,18095678.521294575,7960385.506411198,235196.49166883586,0.0,1980019.3046400002,7920077.218560001,223817.44833271307,151817.44833271307,72000.0 
 07/14  07:00:00,20.099999999999998,0.01195129880180644,79.83333333333333,20.429937711860884,25.300244360266777,25.318119704638665,26.232530433345044,25.442705580643402,25.974061977000783,76.19900923207486,57.52886053727892,55.51836333385901,52.55322654307988,55.11253809511587,52.91144689261035,6061.255733029372,-0.171093327044207,-0.1755422836831144,0.10179498730983243,-0.13858275882427165,0.007320094651330958,0.0,0.0,0.0,0.0,0.0,0.0,0.17965119816447872,0.0,0.1667123729113759,0.0,0.1005900647243378,0.0,0.16101599556167515,0.0,0.10277192790812423,1872181.4960655584,0.0,1872181.4960655572,1529383.9835021945,0.0,1529383.983502193,1503626.0710217515,0.0,1503626.0710217524,1583490.0880058298,0.0,1583490.0880058287,1471703.8678158666,0.0,1471703.8678158668,21820520.638905738,7960385.506411198,0.0,0.0,5940057.91392,7920077.218560001,1631178.822175354,0.0,1631178.822175354 
 07/14  08:00:00,21.241666666666667,0.01212796215540482,75.5,25.49193439297981,26.385284494165404,26.493951198860255,27.659140580983763,26.52793771354037,27.062976380304743,57.753443694195006,57.713450723480356,55.60380916630793,51.79461654197186,55.493426427787426,53.370533954547504,12151.937242718564,0.1455133477191359,0.17626911062980113,0.5566309544055474,0.1845773936541791,0.33714649590945567,0.0,0.0,0.0,0.0,0.0,0.0,0.17965119816447864,0.0,0.16671237291137583,0.0,0.1005900647243378,0.0,0.1610159955616751,0.0,0.10277192790812419,1882685.7221765015,106467.85876803876,1872181.4960655572,1537884.2547639376,85294.5926788281,1529383.983502193,1518858.5352361817,374051.30319556384,1503626.0710217524,1592050.6904693283,84548.18510898222,1583490.0880058287,1479104.6943720258,75474.09141634112,1471703.8678158668,43746974.07378684,7960385.506411198,146241.08384109492,0.0,17820173.74176,17820173.74176,1694022.8288863013,62747.9882584681,1631274.8406278333 
 07/14  09:00:00,22.34166666666667,0.0121476393235918,70.66666666666667,31.074299675200177,25.022464500241252,25.024946257985594,25.0386684494276,25.023802692122185,25.01475814410803,42.09287743975236,59.603962432155576,57.302152517098165,55.222395466508516,57.40884749730253,55.64856507950651,15047.098042547752,-0.095461847741115,-0.07064617309814554,0.059979227360098426,-0.07499149779833579,-0.0437465910971574,0.0,0.0,0.0,0.0,0.0,0.0,0.1796511981644787,0.0,0.16671237291137586,0.0,0.1005900647243378,0.0,0.16101599556167512,0.0,0.10277192790812421,1872181.4960655624,12350160.982854418,1872181.4960655572,1529383.9835021936,10615456.363669239,1529383.983502193,1503626.0710217524,10255426.325765,1503626.0710217524,1583490.0880058303,10527584.553437712,1583490.0880058287,1471703.8678158673,8230797.447379652,1471703.867815867,54169552.95317191,7960385.506411198,10568819.963226164,0.0,17820173.74176,17820173.74176,1631276.7571740886,0.0,1631276.7571740886 
 07/14  10:00:00,23.09166666666667,0.012420862413246811,69.0,36.51051410802237,24.99959256082256,24.99960217910998,24.9996465574029,24.99964616399893,24.999736119926652,31.47604937842914,56.721432236759654,53.888884935168015,51.471605391636764,54.18209786392675,51.954673719693574,14775.780116985115,-0.12645377599197274,-0.09263826126994112,0.008338301617254603,-0.10338540656002237,-0.08331824813704536,0.0,0.0,0.0,0.0,0.0,0.0,0.17965119816447864,0.0,0.16671237291137586,0.0,0.1005900647243378,0.0,0.16101599556167512,0.0,0.10277192790812421,1872181.4960655572,10661791.192704536,1872181.4960655572,1529383.983502194,9600293.575848676,1529383.983502193,1503626.0710217524,8687753.45911414,1503626.0710217522,1583490.0880058291,9271402.279856956,1583490.0880058287,1471703.867815867,6892657.719277629,1471703.8678158668,53192808.42114642,7960385.506411198,9592075.43120067,0.0,17820173.74176,17820173.74176,1631308.2055387273,0.0,1631308.2055387273 
 07/14  11:00:00,23.650000000000002,0.012076213376481256,64.91666666666667,42.01064953278448,24.999531376805905,24.99950932180874,24.999701093880592,24.999599101325725,24.999708565988215,23.568991969888796,55.81571751724774,52.36734879167556,51.137049878360195,53.03023870212397,50.85861515637138,14865.126524516038,-0.12792955032273629,-0.07471396005338492,-0.03235605429210764,-0.10087647942742876,-0.08302122061842765,0.0,0.0,0.0,0.0,0.0,0.0,0.1796511981644787,0.0,0.1667123729113759,0.0,0.1005900647243378,0.0,0.16101599556167515,0.0,0.10277192790812421,1872181.4960655598,10916706.169535827,1872181.4960655572,1529383.983502194,10505911.294532815,1529383.983502193,1503626.071021753,7761513.849547142,1503626.0710217524,1583490.0880058305,9581123.745687967,1583490.0880058287,1471703.8678158675,7034540.107527636,1471703.8678158668,53514455.48825772,7960385.506411198,9913722.498311982,0.0,17820173.74176,17820173.74176,1631353.5065332237,0.0,1631353.5065332237 
 07/14  12:00:00,24.191666666666663,0.011915823818860008,62.0,44.97108646513528,24.999264476986358,24.999361390326317,24.99966929293747,24.99948530446939,24.999653577101384,19.70114749938379,54.55071385904941,50.46042132374967,50.65009674673004,51.48481484131229,49.464737062667304,14096.737692683486,-0.13694786569611914,-0.07880876297587557,-0.06759327031966096,-0.11271785544226909,-0.0950834547779712,0.0,0.0,0.0,0.0,0.0,0.0,0.17965119816447864,0.0,0.16671237291137583,0.0,0.1005900647243378,0.0,0.1610159955616751,0.0,0.10277192790812419,1872181.4960655575,9756027.587753965,1872181.4960655572,1529383.983502194,9850218.638054406,1529383.983502193,1503626.071021752,6577297.135418928,1503626.0710217522,1583490.0880058291,8635042.737788267,1583490.0880058287,1471703.8678158675,6440793.630608769,1471703.8678158668,50748255.69366056,7960385.506411198,9127542.008354815,0.0,17820173.74176,15840154.437120002,1631327.3885120268,0.0,1631327.3885120268 
 07/14  13:00:00,24.75,0.012091266380400477,60.833333333333336,44.533021123074576,24.998970788804687,24.999160802618935,24.999507341775185,24.99929020986629,24.999497326459345,20.197026037293956,54.63182929328398,50.32551235504744,51.13483108139379,51.49531444039912,49.51604695657242,15026.550812266343,-0.12878100451736302,-0.06823911521651184,-0.0635048982561247,-0.1050016279237317,-0.08908581108667751,0.0,0.0,0.0,0.0,0.0,0.0,0.17965119816447864,0.0,0.16671237291137583,0.0,0.1005900647243378,0.0,0.1610159955616751,0.0,0.10277192790812419,1872181.4960655584,11493161.366402423,1872181.4960655572,1529383.983502194,11229648.769644529,1529383.983502193,1503626.071021753,7205298.786753248,1503626.0710217522,1583490.0880058291,9879223.693458326,1583490.0880058287,1471703.8678158703,7148609.270114087,1471703.8678158668,54095582.92415884,7960385.506411198,10494849.934213093,0.0,17820173.74176,17820173.74176,1631243.4589698573,0.0,1631243.4589698573 
